Field_1,WEEK,WEEK_STARTING,WEEKLY ENPLANEMENTS,ORDER,WEEKLY_ENPLANEMENTS2
65,66,"Mar 31, 2020",3114114,82,3114114
66,67,"Apr 07, 2020",670239,82,670239
67,68,"Apr 14, 2020",683551,82,683551
68,69,"Apr 21, 2020",731575,82,731575
69,70,"Apr 28, 2020",791635,82,791635
70,71,"May 05, 2020",1766309,82,1766309
71,72,"May 12, 2020",1899899,82,1899899
72,73,"May 19, 2020",1977067,82,1977067
73,74,"May 26, 2020",2217724,82,2217724
74,75,"Jun 02, 2020",3154688,82,3154688
75,76,"Jun 09, 2020",3218990,82,3218990
76,77,"Jun 16, 2020",3223705,82,3223705
77,78,"Jun 23, 2020",3286039,82,3286039
78,79,"Jun 30, 2020",3248578,82,3248578
79,80,"Jul 07, 2020",5918477,82,5918477
80,81,"Jul 14, 2020",5783906,82,5783906
81,82,"Jul 21, 2020",5601257,82,5601257
82,83,"Jul 28, 2020",5575360,82,
83,84,"Aug 04, 2020",5915960,82,
84,85,"Aug 11, 2020",6000023,82,
85,86,"Aug 18, 2020",5959957,82,
86,87,"Aug 25, 2020",6034060,82,
87,88,"Sep 01, 2020",4931128,82,
88,89,"Sep 08, 2020",4941808,82,
89,90,"Sep 15, 2020",4742261,82,
90,91,"Sep 22, 2020",4672608,82,
91,92,"Sep 29, 2020",4566195,82,
92,93,"Oct 06, 2020",6997989,82,
93,94,"Oct 13, 2020",7145767,82,
94,95,"Oct 20, 2020",7099136,82,
95,96,"Oct 27, 2020",6784109,82,
96,97,"Nov 03, 2020",6888241,82,
97,98,"Nov 10, 2020",6886665,82,
98,99,"Nov 17, 2020",6502345,82,
99,100,"Nov 24, 2020",6016749,82,
100,101,"Dec 01, 2020",5872898,82,
101,102,"Dec 08, 2020",5627109,82,
102,103,"Dec 15, 2020",5722088,82,
103,104,"Dec 22, 2020",4980400,82,
0,1,"Jan 01, 2019",11231295,83,11231295
1,2,"Jan 08, 2019",11388166,83,11388166
2,3,"Jan 15, 2019",11761584,83,11761584
3,4,"Jan 22, 2019",12054677,83,12054677
4,5,"Jan 29, 2019",11598279,83,11598279
5,6,"Feb 05, 2019",13428399,83,13428399
6,7,"Feb 12, 2019",13690390,83,13690390
7,8,"Feb 19, 2019",14236064,83,14236064
8,9,"Feb 26, 2019",14324147,83,14324147
9,10,"Mar 05, 2019",17473008,83,17473008
10,11,"Mar 12, 2019",17955725,83,17955725
11,12,"Mar 19, 2019",17538236,83,17538236
12,13,"Mar 26, 2019",17267031,83,17267031
13,14,"Apr 02, 2019",13137411,83,13137411
14,15,"Apr 09, 2019",13554127,83,13554127
15,16,"Apr 16, 2019",13032601,83,13032601
16,17,"Apr 23, 2019",13436586,83,13436586
17,18,"Apr 30, 2019",13777275,83,13777275
18,19,"May 07, 2019",17662448,83,17662448
19,20,"May 14, 2019",18094474,83,18094474
20,21,"May 21, 2019",17414930,83,17414930
21,22,"May 28, 2019",18194149,83,18194149
22,23,"Jun 04, 2019",18104387,83,18104387
23,24,"Jun 11, 2019",18321170,83,18321170
24,25,"Jun 18, 2019",18624071,83,18624071
25,26,"Jun 25, 2019",17741372,83,17741372
26,27,"Jul 02, 2019",13836482,83,13836482
27,28,"Jul 09, 2019",15338763,83,15338763
28,29,"Jul 16, 2019",15570231,83,15570231
29,30,"Jul 23, 2019",15205399,83,15205399
30,31,"Jul 30, 2019",15333126,83,15333126
31,32,"Aug 06, 2019",18483701,83,18483701
32,33,"Aug 13, 2019",18393692,83,18393692
33,34,"Aug 20, 2019",18386497,83,18386497
34,35,"Aug 27, 2019",17454110,83,17454110
35,36,"Sep 03, 2019",15776335,83,15776335
36,37,"Sep 10, 2019",16512127,83,16512127
37,38,"Sep 17, 2019",16559505,83,16559505
38,39,"Sep 24, 2019",15133034,83,15133034
39,40,"Oct 01, 2019",15962941,83,15962941
40,41,"Oct 08, 2019",14112240,83,14112240
41,42,"Oct 15, 2019",14049447,83,14049447
42,43,"Oct 22, 2019",13308128,83,13308128
43,44,"Oct 29, 2019",12489245,83,12489245
44,45,"Nov 05, 2019",16975283,83,16975283
45,46,"Nov 12, 2019",16579586,83,16579586
46,47,"Nov 19, 2019",15990755,83,15990755
47,48,"Nov 26, 2019",15271377,83,15271377
48,49,"Dec 03, 2019",15406031,83,15406031
49,50,"Dec 10, 2019",15219673,83,15219673
50,51,"Dec 17, 2019",15436205,83,15436205
51,52,"Dec 24, 2019",11947567,83,11947567
52,53,"Dec 31, 2019",11709524,83,11709524
53,54,"Jan 07, 2020",15678848,83,15678848
54,55,"Jan 14, 2020",15717139,83,15717139
55,56,"Jan 21, 2020",15510993,83,15510993
56,57,"Jan 28, 2020",14704020,83,14704020
57,58,"Feb 04, 2020",15622940,83,15622940
58,59,"Feb 11, 2020",15633051,83,15633051
59,60,"Feb 18, 2020",15607773,83,15607773
60,61,"Feb 25, 2020",12986236,83,12986236
61,62,"Mar 03, 2020",11743057,83,11743057
62,63,"Mar 10, 2020",10010525,83,10010525
63,64,"Mar 17, 2020",5801695,83,5801695
64,65,"Mar 24, 2020",3741609,83,3741609
65,66,"Mar 31, 2020",3114114,83,3114114
66,67,"Apr 07, 2020",670239,83,670239
67,68,"Apr 14, 2020",683551,83,683551
68,69,"Apr 21, 2020",731575,83,731575
69,70,"Apr 28, 2020",791635,83,791635
70,71,"May 05, 2020",1766309,83,1766309
71,72,"May 12, 2020",1899899,83,1899899
72,73,"May 19, 2020",1977067,83,1977067
73,74,"May 26, 2020",2217724,83,2217724
74,75,"Jun 02, 2020",3154688,83,3154688
75,76,"Jun 09, 2020",3218990,83,3218990
76,77,"Jun 16, 2020",3223705,83,3223705
77,78,"Jun 23, 2020",3286039,83,3286039
78,79,"Jun 30, 2020",3248578,83,3248578
79,80,"Jul 07, 2020",5918477,83,5918477
80,81,"Jul 14, 2020",5783906,83,5783906
81,82,"Jul 21, 2020",5601257,83,5601257
82,83,"Jul 28, 2020",5575360,83,5575360
83,84,"Aug 04, 2020",5915960,83,
84,85,"Aug 11, 2020",6000023,83,
85,86,"Aug 18, 2020",5959957,83,
86,87,"Aug 25, 2020",6034060,83,
87,88,"Sep 01, 2020",4931128,83,
88,89,"Sep 08, 2020",4941808,83,
89,90,"Sep 15, 2020",4742261,83,
90,91,"Sep 22, 2020",4672608,83,
91,92,"Sep 29, 2020",4566195,83,
92,93,"Oct 06, 2020",6997989,83,
93,94,"Oct 13, 2020",7145767,83,
94,95,"Oct 20, 2020",7099136,83,
95,96,"Oct 27, 2020",6784109,83,
96,97,"Nov 03, 2020",6888241,83,
97,98,"Nov 10, 2020",6886665,83,
98,99,"Nov 17, 2020",6502345,83,
99,100,"Nov 24, 2020",6016749,83,
100,101,"Dec 01, 2020",5872898,83,
101,102,"Dec 08, 2020",5627109,83,
102,103,"Dec 15, 2020",5722088,83,
103,104,"Dec 22, 2020",4980400,83,
0,1,"Jan 01, 2019",11231295,84,11231295
1,2,"Jan 08, 2019",11388166,84,11388166
2,3,"Jan 15, 2019",11761584,84,11761584
3,4,"Jan 22, 2019",12054677,84,12054677
4,5,"Jan 29, 2019",11598279,84,11598279
5,6,"Feb 05, 2019",13428399,84,13428399
6,7,"Feb 12, 2019",13690390,84,13690390
7,8,"Feb 19, 2019",14236064,84,14236064
8,9,"Feb 26, 2019",14324147,84,14324147
9,10,"Mar 05, 2019",17473008,84,17473008
10,11,"Mar 12, 2019",17955725,84,17955725
11,12,"Mar 19, 2019",17538236,84,17538236
12,13,"Mar 26, 2019",17267031,84,17267031
13,14,"Apr 02, 2019",13137411,84,13137411
14,15,"Apr 09, 2019",13554127,84,13554127
15,16,"Apr 16, 2019",13032601,84,13032601
16,17,"Apr 23, 2019",13436586,84,13436586
17,18,"Apr 30, 2019",13777275,84,13777275
18,19,"May 07, 2019",17662448,84,17662448
19,20,"May 14, 2019",18094474,84,18094474
20,21,"May 21, 2019",17414930,84,17414930
21,22,"May 28, 2019",18194149,84,18194149
22,23,"Jun 04, 2019",18104387,84,18104387
23,24,"Jun 11, 2019",18321170,84,18321170
24,25,"Jun 18, 2019",18624071,84,18624071
25,26,"Jun 25, 2019",17741372,84,17741372
26,27,"Jul 02, 2019",13836482,84,13836482
27,28,"Jul 09, 2019",15338763,84,15338763
28,29,"Jul 16, 2019",15570231,84,15570231
29,30,"Jul 23, 2019",15205399,84,15205399
30,31,"Jul 30, 2019",15333126,84,15333126
31,32,"Aug 06, 2019",18483701,84,18483701
32,33,"Aug 13, 2019",18393692,84,18393692
33,34,"Aug 20, 2019",18386497,84,18386497
34,35,"Aug 27, 2019",17454110,84,17454110
35,36,"Sep 03, 2019",15776335,84,15776335
36,37,"Sep 10, 2019",16512127,84,16512127
37,38,"Sep 17, 2019",16559505,84,16559505
38,39,"Sep 24, 2019",15133034,84,15133034
39,40,"Oct 01, 2019",15962941,84,15962941
40,41,"Oct 08, 2019",14112240,84,14112240
41,42,"Oct 15, 2019",14049447,84,14049447
42,43,"Oct 22, 2019",13308128,84,13308128
43,44,"Oct 29, 2019",12489245,84,12489245
44,45,"Nov 05, 2019",16975283,84,16975283
45,46,"Nov 12, 2019",16579586,84,16579586
46,47,"Nov 19, 2019",15990755,84,15990755
47,48,"Nov 26, 2019",15271377,84,15271377
48,49,"Dec 03, 2019",15406031,84,15406031
49,50,"Dec 10, 2019",15219673,84,15219673
50,51,"Dec 17, 2019",15436205,84,15436205
51,52,"Dec 24, 2019",11947567,84,11947567
52,53,"Dec 31, 2019",11709524,84,11709524
53,54,"Jan 07, 2020",15678848,84,15678848
54,55,"Jan 14, 2020",15717139,84,15717139
55,56,"Jan 21, 2020",15510993,84,15510993
56,57,"Jan 28, 2020",14704020,84,14704020
57,58,"Feb 04, 2020",15622940,84,15622940
58,59,"Feb 11, 2020",15633051,84,15633051
59,60,"Feb 18, 2020",15607773,84,15607773
60,61,"Feb 25, 2020",12986236,84,12986236
61,62,"Mar 03, 2020",11743057,84,11743057
62,63,"Mar 10, 2020",10010525,84,10010525
63,64,"Mar 17, 2020",5801695,84,5801695
64,65,"Mar 24, 2020",3741609,84,3741609
65,66,"Mar 31, 2020",3114114,84,3114114
66,67,"Apr 07, 2020",670239,84,670239
67,68,"Apr 14, 2020",683551,84,683551
68,69,"Apr 21, 2020",731575,84,731575
69,70,"Apr 28, 2020",791635,84,791635
70,71,"May 05, 2020",1766309,84,1766309
71,72,"May 12, 2020",1899899,84,1899899
72,73,"May 19, 2020",1977067,84,1977067
73,74,"May 26, 2020",2217724,84,2217724
74,75,"Jun 02, 2020",3154688,84,3154688
75,76,"Jun 09, 2020",3218990,84,3218990
76,77,"Jun 16, 2020",3223705,84,3223705
77,78,"Jun 23, 2020",3286039,84,3286039
78,79,"Jun 30, 2020",3248578,84,3248578
79,80,"Jul 07, 2020",5918477,84,5918477
80,81,"Jul 14, 2020",5783906,84,5783906
81,82,"Jul 21, 2020",5601257,84,5601257
82,83,"Jul 28, 2020",5575360,84,5575360
83,84,"Aug 04, 2020",5915960,84,5915960
84,85,"Aug 11, 2020",6000023,84,
85,86,"Aug 18, 2020",5959957,84,
86,87,"Aug 25, 2020",6034060,84,
87,88,"Sep 01, 2020",4931128,84,
88,89,"Sep 08, 2020",4941808,84,
89,90,"Sep 15, 2020",4742261,84,
90,91,"Sep 22, 2020",4672608,84,
91,92,"Sep 29, 2020",4566195,84,
92,93,"Oct 06, 2020",6997989,84,
93,94,"Oct 13, 2020",7145767,84,
94,95,"Oct 20, 2020",7099136,84,
95,96,"Oct 27, 2020",6784109,84,
96,97,"Nov 03, 2020",6888241,84,
97,98,"Nov 10, 2020",6886665,84,
98,99,"Nov 17, 2020",6502345,84,
99,100,"Nov 24, 2020",6016749,84,
100,101,"Dec 01, 2020",5872898,84,
101,102,"Dec 08, 2020",5627109,84,
102,103,"Dec 15, 2020",5722088,84,
103,104,"Dec 22, 2020",4980400,84,
0,1,"Jan 01, 2019",11231295,85,11231295
1,2,"Jan 08, 2019",11388166,85,11388166
2,3,"Jan 15, 2019",11761584,85,11761584
3,4,"Jan 22, 2019",12054677,85,12054677
4,5,"Jan 29, 2019",11598279,85,11598279
5,6,"Feb 05, 2019",13428399,85,13428399
6,7,"Feb 12, 2019",13690390,85,13690390
7,8,"Feb 19, 2019",14236064,85,14236064
8,9,"Feb 26, 2019",14324147,85,14324147
9,10,"Mar 05, 2019",17473008,85,17473008
10,11,"Mar 12, 2019",17955725,85,17955725
11,12,"Mar 19, 2019",17538236,85,17538236
12,13,"Mar 26, 2019",17267031,85,17267031
13,14,"Apr 02, 2019",13137411,85,13137411
14,15,"Apr 09, 2019",13554127,85,13554127
15,16,"Apr 16, 2019",13032601,85,13032601
16,17,"Apr 23, 2019",13436586,85,13436586
17,18,"Apr 30, 2019",13777275,85,13777275
18,19,"May 07, 2019",17662448,85,17662448
19,20,"May 14, 2019",18094474,85,18094474
20,21,"May 21, 2019",17414930,85,17414930
21,22,"May 28, 2019",18194149,85,18194149
22,23,"Jun 04, 2019",18104387,85,18104387
23,24,"Jun 11, 2019",18321170,85,18321170
24,25,"Jun 18, 2019",18624071,85,18624071
25,26,"Jun 25, 2019",17741372,85,17741372
26,27,"Jul 02, 2019",13836482,85,13836482
27,28,"Jul 09, 2019",15338763,85,15338763
28,29,"Jul 16, 2019",15570231,85,15570231
29,30,"Jul 23, 2019",15205399,85,15205399
30,31,"Jul 30, 2019",15333126,85,15333126
31,32,"Aug 06, 2019",18483701,85,18483701
32,33,"Aug 13, 2019",18393692,85,18393692
33,34,"Aug 20, 2019",18386497,85,18386497
34,35,"Aug 27, 2019",17454110,85,17454110
35,36,"Sep 03, 2019",15776335,85,15776335
36,37,"Sep 10, 2019",16512127,85,16512127
37,38,"Sep 17, 2019",16559505,85,16559505
38,39,"Sep 24, 2019",15133034,85,15133034
39,40,"Oct 01, 2019",15962941,85,15962941
40,41,"Oct 08, 2019",14112240,85,14112240
41,42,"Oct 15, 2019",14049447,85,14049447
42,43,"Oct 22, 2019",13308128,85,13308128
43,44,"Oct 29, 2019",12489245,85,12489245
44,45,"Nov 05, 2019",16975283,85,16975283
45,46,"Nov 12, 2019",16579586,85,16579586
46,47,"Nov 19, 2019",15990755,85,15990755
47,48,"Nov 26, 2019",15271377,85,15271377
48,49,"Dec 03, 2019",15406031,85,15406031
49,50,"Dec 10, 2019",15219673,85,15219673
50,51,"Dec 17, 2019",15436205,85,15436205
51,52,"Dec 24, 2019",11947567,85,11947567
52,53,"Dec 31, 2019",11709524,85,11709524
53,54,"Jan 07, 2020",15678848,85,15678848
54,55,"Jan 14, 2020",15717139,85,15717139
55,56,"Jan 21, 2020",15510993,85,15510993
56,57,"Jan 28, 2020",14704020,85,14704020
57,58,"Feb 04, 2020",15622940,85,15622940
58,59,"Feb 11, 2020",15633051,85,15633051
59,60,"Feb 18, 2020",15607773,85,15607773
60,61,"Feb 25, 2020",12986236,85,12986236
61,62,"Mar 03, 2020",11743057,85,11743057
62,63,"Mar 10, 2020",10010525,85,10010525
63,64,"Mar 17, 2020",5801695,85,5801695
64,65,"Mar 24, 2020",3741609,85,3741609
65,66,"Mar 31, 2020",3114114,85,3114114
66,67,"Apr 07, 2020",670239,85,670239
67,68,"Apr 14, 2020",683551,85,683551
68,69,"Apr 21, 2020",731575,85,731575
69,70,"Apr 28, 2020",791635,85,791635
70,71,"May 05, 2020",1766309,85,1766309
71,72,"May 12, 2020",1899899,85,1899899
72,73,"May 19, 2020",1977067,85,1977067
73,74,"May 26, 2020",2217724,85,2217724
74,75,"Jun 02, 2020",3154688,85,3154688
75,76,"Jun 09, 2020",3218990,85,3218990
76,77,"Jun 16, 2020",3223705,85,3223705
77,78,"Jun 23, 2020",3286039,85,3286039
78,79,"Jun 30, 2020",3248578,85,3248578
79,80,"Jul 07, 2020",5918477,85,5918477
80,81,"Jul 14, 2020",5783906,85,5783906
81,82,"Jul 21, 2020",5601257,85,5601257
82,83,"Jul 28, 2020",5575360,85,5575360
83,84,"Aug 04, 2020",5915960,85,5915960
84,85,"Aug 11, 2020",6000023,85,6000023
85,86,"Aug 18, 2020",5959957,85,
86,87,"Aug 25, 2020",6034060,85,
87,88,"Sep 01, 2020",4931128,85,
88,89,"Sep 08, 2020",4941808,85,
89,90,"Sep 15, 2020",4742261,85,
90,91,"Sep 22, 2020",4672608,85,
91,92,"Sep 29, 2020",4566195,85,
92,93,"Oct 06, 2020",6997989,85,
93,94,"Oct 13, 2020",7145767,85,
94,95,"Oct 20, 2020",7099136,85,
95,96,"Oct 27, 2020",6784109,85,
96,97,"Nov 03, 2020",6888241,85,
97,98,"Nov 10, 2020",6886665,85,
98,99,"Nov 17, 2020",6502345,85,
99,100,"Nov 24, 2020",6016749,85,
100,101,"Dec 01, 2020",5872898,85,
101,102,"Dec 08, 2020",5627109,85,
102,103,"Dec 15, 2020",5722088,85,
103,104,"Dec 22, 2020",4980400,85,
0,1,"Jan 01, 2019",11231295,86,11231295
1,2,"Jan 08, 2019",11388166,86,11388166
2,3,"Jan 15, 2019",11761584,86,11761584
3,4,"Jan 22, 2019",12054677,86,12054677
4,5,"Jan 29, 2019",11598279,86,11598279
5,6,"Feb 05, 2019",13428399,86,13428399
6,7,"Feb 12, 2019",13690390,86,13690390
7,8,"Feb 19, 2019",14236064,86,14236064
8,9,"Feb 26, 2019",14324147,86,14324147
9,10,"Mar 05, 2019",17473008,86,17473008
10,11,"Mar 12, 2019",17955725,86,17955725
11,12,"Mar 19, 2019",17538236,86,17538236
12,13,"Mar 26, 2019",17267031,86,17267031
13,14,"Apr 02, 2019",13137411,86,13137411
14,15,"Apr 09, 2019",13554127,86,13554127
15,16,"Apr 16, 2019",13032601,86,13032601
16,17,"Apr 23, 2019",13436586,86,13436586
17,18,"Apr 30, 2019",13777275,86,13777275
18,19,"May 07, 2019",17662448,86,17662448
19,20,"May 14, 2019",18094474,86,18094474
20,21,"May 21, 2019",17414930,86,17414930
21,22,"May 28, 2019",18194149,86,18194149
22,23,"Jun 04, 2019",18104387,86,18104387
23,24,"Jun 11, 2019",18321170,86,18321170
24,25,"Jun 18, 2019",18624071,86,18624071
25,26,"Jun 25, 2019",17741372,86,17741372
26,27,"Jul 02, 2019",13836482,86,13836482
27,28,"Jul 09, 2019",15338763,86,15338763
28,29,"Jul 16, 2019",15570231,86,15570231
29,30,"Jul 23, 2019",15205399,86,15205399
30,31,"Jul 30, 2019",15333126,86,15333126
31,32,"Aug 06, 2019",18483701,86,18483701
32,33,"Aug 13, 2019",18393692,86,18393692
33,34,"Aug 20, 2019",18386497,86,18386497
34,35,"Aug 27, 2019",17454110,86,17454110
35,36,"Sep 03, 2019",15776335,86,15776335
36,37,"Sep 10, 2019",16512127,86,16512127
37,38,"Sep 17, 2019",16559505,86,16559505
38,39,"Sep 24, 2019",15133034,86,15133034
39,40,"Oct 01, 2019",15962941,86,15962941
40,41,"Oct 08, 2019",14112240,86,14112240
41,42,"Oct 15, 2019",14049447,86,14049447
42,43,"Oct 22, 2019",13308128,86,13308128
43,44,"Oct 29, 2019",12489245,86,12489245
44,45,"Nov 05, 2019",16975283,86,16975283
45,46,"Nov 12, 2019",16579586,86,16579586
46,47,"Nov 19, 2019",15990755,86,15990755
47,48,"Nov 26, 2019",15271377,86,15271377
48,49,"Dec 03, 2019",15406031,86,15406031
49,50,"Dec 10, 2019",15219673,86,15219673
50,51,"Dec 17, 2019",15436205,86,15436205
51,52,"Dec 24, 2019",11947567,86,11947567
52,53,"Dec 31, 2019",11709524,86,11709524
53,54,"Jan 07, 2020",15678848,86,15678848
54,55,"Jan 14, 2020",15717139,86,15717139
55,56,"Jan 21, 2020",15510993,86,15510993
56,57,"Jan 28, 2020",14704020,86,14704020
57,58,"Feb 04, 2020",15622940,86,15622940
58,59,"Feb 11, 2020",15633051,86,15633051
59,60,"Feb 18, 2020",15607773,86,15607773
60,61,"Feb 25, 2020",12986236,86,12986236
61,62,"Mar 03, 2020",11743057,86,11743057
62,63,"Mar 10, 2020",10010525,86,10010525
63,64,"Mar 17, 2020",5801695,86,5801695
64,65,"Mar 24, 2020",3741609,86,3741609
65,66,"Mar 31, 2020",3114114,86,3114114
66,67,"Apr 07, 2020",670239,86,670239
67,68,"Apr 14, 2020",683551,86,683551
68,69,"Apr 21, 2020",731575,86,731575
69,70,"Apr 28, 2020",791635,86,791635
70,71,"May 05, 2020",1766309,86,1766309
71,72,"May 12, 2020",1899899,86,1899899
72,73,"May 19, 2020",1977067,86,1977067
73,74,"May 26, 2020",2217724,86,2217724
74,75,"Jun 02, 2020",3154688,86,3154688
75,76,"Jun 09, 2020",3218990,86,3218990
76,77,"Jun 16, 2020",3223705,86,3223705
77,78,"Jun 23, 2020",3286039,86,3286039
78,79,"Jun 30, 2020",3248578,86,3248578
79,80,"Jul 07, 2020",5918477,86,5918477
80,81,"Jul 14, 2020",5783906,86,5783906
81,82,"Jul 21, 2020",5601257,86,5601257
82,83,"Jul 28, 2020",5575360,86,5575360
83,84,"Aug 04, 2020",5915960,86,5915960
84,85,"Aug 11, 2020",6000023,86,6000023
85,86,"Aug 18, 2020",5959957,86,5959957
86,87,"Aug 25, 2020",6034060,86,
87,88,"Sep 01, 2020",4931128,86,
88,89,"Sep 08, 2020",4941808,86,
89,90,"Sep 15, 2020",4742261,86,
90,91,"Sep 22, 2020",4672608,86,
91,92,"Sep 29, 2020",4566195,86,
92,93,"Oct 06, 2020",6997989,86,
93,94,"Oct 13, 2020",7145767,86,
94,95,"Oct 20, 2020",7099136,86,
95,96,"Oct 27, 2020",6784109,86,
96,97,"Nov 03, 2020",6888241,86,
97,98,"Nov 10, 2020",6886665,86,
98,99,"Nov 17, 2020",6502345,86,
99,100,"Nov 24, 2020",6016749,86,
100,101,"Dec 01, 2020",5872898,86,
101,102,"Dec 08, 2020",5627109,86,
102,103,"Dec 15, 2020",5722088,86,
103,104,"Dec 22, 2020",4980400,86,
0,1,"Jan 01, 2019",11231295,87,11231295
1,2,"Jan 08, 2019",11388166,87,11388166
2,3,"Jan 15, 2019",11761584,87,11761584
3,4,"Jan 22, 2019",12054677,87,12054677
4,5,"Jan 29, 2019",11598279,87,11598279
5,6,"Feb 05, 2019",13428399,87,13428399
6,7,"Feb 12, 2019",13690390,87,13690390
7,8,"Feb 19, 2019",14236064,87,14236064
8,9,"Feb 26, 2019",14324147,87,14324147
9,10,"Mar 05, 2019",17473008,87,17473008
10,11,"Mar 12, 2019",17955725,87,17955725
11,12,"Mar 19, 2019",17538236,87,17538236
12,13,"Mar 26, 2019",17267031,87,17267031
13,14,"Apr 02, 2019",13137411,87,13137411
14,15,"Apr 09, 2019",13554127,87,13554127
15,16,"Apr 16, 2019",13032601,87,13032601
16,17,"Apr 23, 2019",13436586,87,13436586
17,18,"Apr 30, 2019",13777275,87,13777275
18,19,"May 07, 2019",17662448,87,17662448
19,20,"May 14, 2019",18094474,87,18094474
20,21,"May 21, 2019",17414930,87,17414930
21,22,"May 28, 2019",18194149,87,18194149
22,23,"Jun 04, 2019",18104387,87,18104387
23,24,"Jun 11, 2019",18321170,87,18321170
24,25,"Jun 18, 2019",18624071,87,18624071
25,26,"Jun 25, 2019",17741372,87,17741372
26,27,"Jul 02, 2019",13836482,87,13836482
27,28,"Jul 09, 2019",15338763,87,15338763
28,29,"Jul 16, 2019",15570231,87,15570231
29,30,"Jul 23, 2019",15205399,87,15205399
30,31,"Jul 30, 2019",15333126,87,15333126
31,32,"Aug 06, 2019",18483701,87,18483701
32,33,"Aug 13, 2019",18393692,87,18393692
33,34,"Aug 20, 2019",18386497,87,18386497
34,35,"Aug 27, 2019",17454110,87,17454110
35,36,"Sep 03, 2019",15776335,87,15776335
36,37,"Sep 10, 2019",16512127,87,16512127
37,38,"Sep 17, 2019",16559505,87,16559505
38,39,"Sep 24, 2019",15133034,87,15133034
39,40,"Oct 01, 2019",15962941,87,15962941
40,41,"Oct 08, 2019",14112240,87,14112240
41,42,"Oct 15, 2019",14049447,87,14049447
42,43,"Oct 22, 2019",13308128,87,13308128
43,44,"Oct 29, 2019",12489245,87,12489245
44,45,"Nov 05, 2019",16975283,87,16975283
45,46,"Nov 12, 2019",16579586,87,16579586
46,47,"Nov 19, 2019",15990755,87,15990755
47,48,"Nov 26, 2019",15271377,87,15271377
48,49,"Dec 03, 2019",15406031,87,15406031
49,50,"Dec 10, 2019",15219673,87,15219673
50,51,"Dec 17, 2019",15436205,87,15436205
51,52,"Dec 24, 2019",11947567,87,11947567
52,53,"Dec 31, 2019",11709524,87,11709524
53,54,"Jan 07, 2020",15678848,87,15678848
54,55,"Jan 14, 2020",15717139,87,15717139
55,56,"Jan 21, 2020",15510993,87,15510993
56,57,"Jan 28, 2020",14704020,87,14704020
57,58,"Feb 04, 2020",15622940,87,15622940
58,59,"Feb 11, 2020",15633051,87,15633051
59,60,"Feb 18, 2020",15607773,87,15607773
60,61,"Feb 25, 2020",12986236,87,12986236
61,62,"Mar 03, 2020",11743057,87,11743057
62,63,"Mar 10, 2020",10010525,87,10010525
63,64,"Mar 17, 2020",5801695,87,5801695
64,65,"Mar 24, 2020",3741609,87,3741609
65,66,"Mar 31, 2020",3114114,87,3114114
66,67,"Apr 07, 2020",670239,87,670239
67,68,"Apr 14, 2020",683551,87,683551
68,69,"Apr 21, 2020",731575,87,731575
69,70,"Apr 28, 2020",791635,87,791635
70,71,"May 05, 2020",1766309,87,1766309
71,72,"May 12, 2020",1899899,87,1899899
72,73,"May 19, 2020",1977067,87,1977067
73,74,"May 26, 2020",2217724,87,2217724
74,75,"Jun 02, 2020",3154688,87,3154688
75,76,"Jun 09, 2020",3218990,87,3218990
76,77,"Jun 16, 2020",3223705,87,3223705
77,78,"Jun 23, 2020",3286039,87,3286039
78,79,"Jun 30, 2020",3248578,87,3248578
79,80,"Jul 07, 2020",5918477,87,5918477
80,81,"Jul 14, 2020",5783906,87,5783906
81,82,"Jul 21, 2020",5601257,87,5601257
82,83,"Jul 28, 2020",5575360,87,5575360
83,84,"Aug 04, 2020",5915960,87,5915960
84,85,"Aug 11, 2020",6000023,87,6000023
85,86,"Aug 18, 2020",5959957,87,5959957
86,87,"Aug 25, 2020",6034060,87,6034060
87,88,"Sep 01, 2020",4931128,87,
88,89,"Sep 08, 2020",4941808,87,
89,90,"Sep 15, 2020",4742261,87,
90,91,"Sep 22, 2020",4672608,87,
91,92,"Sep 29, 2020",4566195,87,
92,93,"Oct 06, 2020",6997989,87,
93,94,"Oct 13, 2020",7145767,87,
94,95,"Oct 20, 2020",7099136,87,
95,96,"Oct 27, 2020",6784109,87,
96,97,"Nov 03, 2020",6888241,87,
97,98,"Nov 10, 2020",6886665,87,
98,99,"Nov 17, 2020",6502345,87,
99,100,"Nov 24, 2020",6016749,87,
100,101,"Dec 01, 2020",5872898,87,
101,102,"Dec 08, 2020",5627109,87,
102,103,"Dec 15, 2020",5722088,87,
103,104,"Dec 22, 2020",4980400,87,
0,1,"Jan 01, 2019",11231295,88,11231295
1,2,"Jan 08, 2019",11388166,88,11388166
2,3,"Jan 15, 2019",11761584,88,11761584
3,4,"Jan 22, 2019",12054677,88,12054677
4,5,"Jan 29, 2019",11598279,88,11598279
5,6,"Feb 05, 2019",13428399,88,13428399
6,7,"Feb 12, 2019",13690390,88,13690390
7,8,"Feb 19, 2019",14236064,88,14236064
8,9,"Feb 26, 2019",14324147,88,14324147
9,10,"Mar 05, 2019",17473008,88,17473008
10,11,"Mar 12, 2019",17955725,88,17955725
11,12,"Mar 19, 2019",17538236,88,17538236
12,13,"Mar 26, 2019",17267031,88,17267031
13,14,"Apr 02, 2019",13137411,88,13137411
14,15,"Apr 09, 2019",13554127,88,13554127
15,16,"Apr 16, 2019",13032601,88,13032601
16,17,"Apr 23, 2019",13436586,88,13436586
17,18,"Apr 30, 2019",13777275,88,13777275
