Field_1,WEEK,WEEK_STARTING,WEEKLY ENPLANEMENTS,ORDER,WEEKLY_ENPLANEMENTS2
0,1,"Jan 01, 2019",11231295,1,11231295
1,2,"Jan 08, 2019",11388166,1,
2,3,"Jan 15, 2019",11761584,1,
3,4,"Jan 22, 2019",12054677,1,
4,5,"Jan 29, 2019",11598279,1,
5,6,"Feb 05, 2019",13428399,1,
6,7,"Feb 12, 2019",13690390,1,
7,8,"Feb 19, 2019",14236064,1,
8,9,"Feb 26, 2019",14324147,1,
9,10,"Mar 05, 2019",17473008,1,
10,11,"Mar 12, 2019",17955725,1,
11,12,"Mar 19, 2019",17538236,1,
12,13,"Mar 26, 2019",17267031,1,
13,14,"Apr 02, 2019",13137411,1,
14,15,"Apr 09, 2019",13554127,1,
15,16,"Apr 16, 2019",13032601,1,
16,17,"Apr 23, 2019",13436586,1,
17,18,"Apr 30, 2019",13777275,1,
18,19,"May 07, 2019",17662448,1,
19,20,"May 14, 2019",18094474,1,
20,21,"May 21, 2019",17414930,1,
21,22,"May 28, 2019",18194149,1,
22,23,"Jun 04, 2019",18104387,1,
23,24,"Jun 11, 2019",18321170,1,
24,25,"Jun 18, 2019",18624071,1,
25,26,"Jun 25, 2019",17741372,1,
26,27,"Jul 02, 2019",13836482,1,
27,28,"Jul 09, 2019",15338763,1,
28,29,"Jul 16, 2019",15570231,1,
29,30,"Jul 23, 2019",15205399,1,
30,31,"Jul 30, 2019",15333126,1,
31,32,"Aug 06, 2019",18483701,1,
32,33,"Aug 13, 2019",18393692,1,
33,34,"Aug 20, 2019",18386497,1,
34,35,"Aug 27, 2019",17454110,1,
35,36,"Sep 03, 2019",15776335,1,
36,37,"Sep 10, 2019",16512127,1,
37,38,"Sep 17, 2019",16559505,1,
38,39,"Sep 24, 2019",15133034,1,
39,40,"Oct 01, 2019",15962941,1,
40,41,"Oct 08, 2019",14112240,1,
41,42,"Oct 15, 2019",14049447,1,
42,43,"Oct 22, 2019",13308128,1,
43,44,"Oct 29, 2019",12489245,1,
44,45,"Nov 05, 2019",16975283,1,
45,46,"Nov 12, 2019",16579586,1,
46,47,"Nov 19, 2019",15990755,1,
47,48,"Nov 26, 2019",15271377,1,
48,49,"Dec 03, 2019",15406031,1,
49,50,"Dec 10, 2019",15219673,1,
50,51,"Dec 17, 2019",15436205,1,
51,52,"Dec 24, 2019",11947567,1,
52,53,"Dec 31, 2019",11709524,1,
53,54,"Jan 07, 2020",15678848,1,
54,55,"Jan 14, 2020",15717139,1,
55,56,"Jan 21, 2020",15510993,1,
56,57,"Jan 28, 2020",14704020,1,
57,58,"Feb 04, 2020",15622940,1,
58,59,"Feb 11, 2020",15633051,1,
59,60,"Feb 18, 2020",15607773,1,
60,61,"Feb 25, 2020",12986236,1,
61,62,"Mar 03, 2020",11743057,1,
62,63,"Mar 10, 2020",10010525,1,
63,64,"Mar 17, 2020",5801695,1,
64,65,"Mar 24, 2020",3741609,1,
65,66,"Mar 31, 2020",3114114,1,
66,67,"Apr 07, 2020",670239,1,
67,68,"Apr 14, 2020",683551,1,
68,69,"Apr 21, 2020",731575,1,
69,70,"Apr 28, 2020",791635,1,
70,71,"May 05, 2020",1766309,1,
71,72,"May 12, 2020",1899899,1,
72,73,"May 19, 2020",1977067,1,
73,74,"May 26, 2020",2217724,1,
74,75,"Jun 02, 2020",3154688,1,
75,76,"Jun 09, 2020",3218990,1,
76,77,"Jun 16, 2020",3223705,1,
77,78,"Jun 23, 2020",3286039,1,
78,79,"Jun 30, 2020",3248578,1,
79,80,"Jul 07, 2020",5918477,1,
80,81,"Jul 14, 2020",5783906,1,
81,82,"Jul 21, 2020",5601257,1,
82,83,"Jul 28, 2020",5575360,1,
83,84,"Aug 04, 2020",5915960,1,
84,85,"Aug 11, 2020",6000023,1,
85,86,"Aug 18, 2020",5959957,1,
86,87,"Aug 25, 2020",6034060,1,
87,88,"Sep 01, 2020",4931128,1,
88,89,"Sep 08, 2020",4941808,1,
89,90,"Sep 15, 2020",4742261,1,
90,91,"Sep 22, 2020",4672608,1,
91,92,"Sep 29, 2020",4566195,1,
92,93,"Oct 06, 2020",6997989,1,
93,94,"Oct 13, 2020",7145767,1,
94,95,"Oct 20, 2020",7099136,1,
95,96,"Oct 27, 2020",6784109,1,
96,97,"Nov 03, 2020",6888241,1,
97,98,"Nov 10, 2020",6886665,1,
98,99,"Nov 17, 2020",6502345,1,
99,100,"Nov 24, 2020",6016749,1,
100,101,"Dec 01, 2020",5872898,1,
101,102,"Dec 08, 2020",5627109,1,
102,103,"Dec 15, 2020",5722088,1,
103,104,"Dec 22, 2020",4980400,1,
0,1,"Jan 01, 2019",11231295,2,11231295
1,2,"Jan 08, 2019",11388166,2,11388166
2,3,"Jan 15, 2019",11761584,2,
3,4,"Jan 22, 2019",12054677,2,
4,5,"Jan 29, 2019",11598279,2,
5,6,"Feb 05, 2019",13428399,2,
6,7,"Feb 12, 2019",13690390,2,
7,8,"Feb 19, 2019",14236064,2,
8,9,"Feb 26, 2019",14324147,2,
9,10,"Mar 05, 2019",17473008,2,
10,11,"Mar 12, 2019",17955725,2,
11,12,"Mar 19, 2019",17538236,2,
12,13,"Mar 26, 2019",17267031,2,
13,14,"Apr 02, 2019",13137411,2,
14,15,"Apr 09, 2019",13554127,2,
15,16,"Apr 16, 2019",13032601,2,
16,17,"Apr 23, 2019",13436586,2,
17,18,"Apr 30, 2019",13777275,2,
18,19,"May 07, 2019",17662448,2,
19,20,"May 14, 2019",18094474,2,
20,21,"May 21, 2019",17414930,2,
21,22,"May 28, 2019",18194149,2,
22,23,"Jun 04, 2019",18104387,2,
23,24,"Jun 11, 2019",18321170,2,
24,25,"Jun 18, 2019",18624071,2,
25,26,"Jun 25, 2019",17741372,2,
26,27,"Jul 02, 2019",13836482,2,
27,28,"Jul 09, 2019",15338763,2,
28,29,"Jul 16, 2019",15570231,2,
29,30,"Jul 23, 2019",15205399,2,
30,31,"Jul 30, 2019",15333126,2,
31,32,"Aug 06, 2019",18483701,2,
32,33,"Aug 13, 2019",18393692,2,
33,34,"Aug 20, 2019",18386497,2,
34,35,"Aug 27, 2019",17454110,2,
35,36,"Sep 03, 2019",15776335,2,
36,37,"Sep 10, 2019",16512127,2,
37,38,"Sep 17, 2019",16559505,2,
38,39,"Sep 24, 2019",15133034,2,
39,40,"Oct 01, 2019",15962941,2,
40,41,"Oct 08, 2019",14112240,2,
41,42,"Oct 15, 2019",14049447,2,
42,43,"Oct 22, 2019",13308128,2,
43,44,"Oct 29, 2019",12489245,2,
44,45,"Nov 05, 2019",16975283,2,
45,46,"Nov 12, 2019",16579586,2,
46,47,"Nov 19, 2019",15990755,2,
47,48,"Nov 26, 2019",15271377,2,
48,49,"Dec 03, 2019",15406031,2,
49,50,"Dec 10, 2019",15219673,2,
50,51,"Dec 17, 2019",15436205,2,
51,52,"Dec 24, 2019",11947567,2,
52,53,"Dec 31, 2019",11709524,2,
53,54,"Jan 07, 2020",15678848,2,
54,55,"Jan 14, 2020",15717139,2,
55,56,"Jan 21, 2020",15510993,2,
56,57,"Jan 28, 2020",14704020,2,
57,58,"Feb 04, 2020",15622940,2,
58,59,"Feb 11, 2020",15633051,2,
59,60,"Feb 18, 2020",15607773,2,
60,61,"Feb 25, 2020",12986236,2,
61,62,"Mar 03, 2020",11743057,2,
62,63,"Mar 10, 2020",10010525,2,
63,64,"Mar 17, 2020",5801695,2,
64,65,"Mar 24, 2020",3741609,2,
65,66,"Mar 31, 2020",3114114,2,
66,67,"Apr 07, 2020",670239,2,
67,68,"Apr 14, 2020",683551,2,
68,69,"Apr 21, 2020",731575,2,
69,70,"Apr 28, 2020",791635,2,
70,71,"May 05, 2020",1766309,2,
71,72,"May 12, 2020",1899899,2,
72,73,"May 19, 2020",1977067,2,
73,74,"May 26, 2020",2217724,2,
74,75,"Jun 02, 2020",3154688,2,
75,76,"Jun 09, 2020",3218990,2,
76,77,"Jun 16, 2020",3223705,2,
77,78,"Jun 23, 2020",3286039,2,
78,79,"Jun 30, 2020",3248578,2,
79,80,"Jul 07, 2020",5918477,2,
80,81,"Jul 14, 2020",5783906,2,
81,82,"Jul 21, 2020",5601257,2,
82,83,"Jul 28, 2020",5575360,2,
83,84,"Aug 04, 2020",5915960,2,
84,85,"Aug 11, 2020",6000023,2,
85,86,"Aug 18, 2020",5959957,2,
86,87,"Aug 25, 2020",6034060,2,
87,88,"Sep 01, 2020",4931128,2,
88,89,"Sep 08, 2020",4941808,2,
89,90,"Sep 15, 2020",4742261,2,
90,91,"Sep 22, 2020",4672608,2,
91,92,"Sep 29, 2020",4566195,2,
92,93,"Oct 06, 2020",6997989,2,
93,94,"Oct 13, 2020",7145767,2,
94,95,"Oct 20, 2020",7099136,2,
95,96,"Oct 27, 2020",6784109,2,
96,97,"Nov 03, 2020",6888241,2,
97,98,"Nov 10, 2020",6886665,2,
98,99,"Nov 17, 2020",6502345,2,
99,100,"Nov 24, 2020",6016749,2,
100,101,"Dec 01, 2020",5872898,2,
101,102,"Dec 08, 2020",5627109,2,
102,103,"Dec 15, 2020",5722088,2,
103,104,"Dec 22, 2020",4980400,2,
0,1,"Jan 01, 2019",11231295,3,11231295
1,2,"Jan 08, 2019",11388166,3,11388166
2,3,"Jan 15, 2019",11761584,3,11761584
3,4,"Jan 22, 2019",12054677,3,
4,5,"Jan 29, 2019",11598279,3,
5,6,"Feb 05, 2019",13428399,3,
6,7,"Feb 12, 2019",13690390,3,
7,8,"Feb 19, 2019",14236064,3,
8,9,"Feb 26, 2019",14324147,3,
9,10,"Mar 05, 2019",17473008,3,
10,11,"Mar 12, 2019",17955725,3,
11,12,"Mar 19, 2019",17538236,3,
12,13,"Mar 26, 2019",17267031,3,
13,14,"Apr 02, 2019",13137411,3,
14,15,"Apr 09, 2019",13554127,3,
15,16,"Apr 16, 2019",13032601,3,
16,17,"Apr 23, 2019",13436586,3,
17,18,"Apr 30, 2019",13777275,3,
18,19,"May 07, 2019",17662448,3,
19,20,"May 14, 2019",18094474,3,
20,21,"May 21, 2019",17414930,3,
21,22,"May 28, 2019",18194149,3,
22,23,"Jun 04, 2019",18104387,3,
23,24,"Jun 11, 2019",18321170,3,
24,25,"Jun 18, 2019",18624071,3,
25,26,"Jun 25, 2019",17741372,3,
26,27,"Jul 02, 2019",13836482,3,
27,28,"Jul 09, 2019",15338763,3,
28,29,"Jul 16, 2019",15570231,3,
29,30,"Jul 23, 2019",15205399,3,
30,31,"Jul 30, 2019",15333126,3,
31,32,"Aug 06, 2019",18483701,3,
32,33,"Aug 13, 2019",18393692,3,
33,34,"Aug 20, 2019",18386497,3,
34,35,"Aug 27, 2019",17454110,3,
35,36,"Sep 03, 2019",15776335,3,
36,37,"Sep 10, 2019",16512127,3,
37,38,"Sep 17, 2019",16559505,3,
38,39,"Sep 24, 2019",15133034,3,
39,40,"Oct 01, 2019",15962941,3,
40,41,"Oct 08, 2019",14112240,3,
41,42,"Oct 15, 2019",14049447,3,
42,43,"Oct 22, 2019",13308128,3,
43,44,"Oct 29, 2019",12489245,3,
44,45,"Nov 05, 2019",16975283,3,
45,46,"Nov 12, 2019",16579586,3,
46,47,"Nov 19, 2019",15990755,3,
47,48,"Nov 26, 2019",15271377,3,
48,49,"Dec 03, 2019",15406031,3,
49,50,"Dec 10, 2019",15219673,3,
50,51,"Dec 17, 2019",15436205,3,
51,52,"Dec 24, 2019",11947567,3,
52,53,"Dec 31, 2019",11709524,3,
53,54,"Jan 07, 2020",15678848,3,
54,55,"Jan 14, 2020",15717139,3,
55,56,"Jan 21, 2020",15510993,3,
56,57,"Jan 28, 2020",14704020,3,
57,58,"Feb 04, 2020",15622940,3,
58,59,"Feb 11, 2020",15633051,3,
59,60,"Feb 18, 2020",15607773,3,
60,61,"Feb 25, 2020",12986236,3,
61,62,"Mar 03, 2020",11743057,3,
62,63,"Mar 10, 2020",10010525,3,
63,64,"Mar 17, 2020",5801695,3,
64,65,"Mar 24, 2020",3741609,3,
65,66,"Mar 31, 2020",3114114,3,
66,67,"Apr 07, 2020",670239,3,
67,68,"Apr 14, 2020",683551,3,
68,69,"Apr 21, 2020",731575,3,
69,70,"Apr 28, 2020",791635,3,
70,71,"May 05, 2020",1766309,3,
71,72,"May 12, 2020",1899899,3,
72,73,"May 19, 2020",1977067,3,
73,74,"May 26, 2020",2217724,3,
74,75,"Jun 02, 2020",3154688,3,
75,76,"Jun 09, 2020",3218990,3,
76,77,"Jun 16, 2020",3223705,3,
77,78,"Jun 23, 2020",3286039,3,
78,79,"Jun 30, 2020",3248578,3,
79,80,"Jul 07, 2020",5918477,3,
80,81,"Jul 14, 2020",5783906,3,
81,82,"Jul 21, 2020",5601257,3,
82,83,"Jul 28, 2020",5575360,3,
83,84,"Aug 04, 2020",5915960,3,
84,85,"Aug 11, 2020",6000023,3,
85,86,"Aug 18, 2020",5959957,3,
86,87,"Aug 25, 2020",6034060,3,
87,88,"Sep 01, 2020",4931128,3,
88,89,"Sep 08, 2020",4941808,3,
89,90,"Sep 15, 2020",4742261,3,
90,91,"Sep 22, 2020",4672608,3,
91,92,"Sep 29, 2020",4566195,3,
92,93,"Oct 06, 2020",6997989,3,
93,94,"Oct 13, 2020",7145767,3,
94,95,"Oct 20, 2020",7099136,3,
95,96,"Oct 27, 2020",6784109,3,
96,97,"Nov 03, 2020",6888241,3,
97,98,"Nov 10, 2020",6886665,3,
98,99,"Nov 17, 2020",6502345,3,
99,100,"Nov 24, 2020",6016749,3,
100,101,"Dec 01, 2020",5872898,3,
101,102,"Dec 08, 2020",5627109,3,
102,103,"Dec 15, 2020",5722088,3,
103,104,"Dec 22, 2020",4980400,3,
0,1,"Jan 01, 2019",11231295,4,11231295
1,2,"Jan 08, 2019",11388166,4,11388166
2,3,"Jan 15, 2019",11761584,4,11761584
3,4,"Jan 22, 2019",12054677,4,12054677
4,5,"Jan 29, 2019",11598279,4,
5,6,"Feb 05, 2019",13428399,4,
6,7,"Feb 12, 2019",13690390,4,
7,8,"Feb 19, 2019",14236064,4,
8,9,"Feb 26, 2019",14324147,4,
9,10,"Mar 05, 2019",17473008,4,
10,11,"Mar 12, 2019",17955725,4,
11,12,"Mar 19, 2019",17538236,4,
12,13,"Mar 26, 2019",17267031,4,
13,14,"Apr 02, 2019",13137411,4,
14,15,"Apr 09, 2019",13554127,4,
15,16,"Apr 16, 2019",13032601,4,
16,17,"Apr 23, 2019",13436586,4,
17,18,"Apr 30, 2019",13777275,4,
18,19,"May 07, 2019",17662448,4,
19,20,"May 14, 2019",18094474,4,
20,21,"May 21, 2019",17414930,4,
21,22,"May 28, 2019",18194149,4,
22,23,"Jun 04, 2019",18104387,4,
23,24,"Jun 11, 2019",18321170,4,
24,25,"Jun 18, 2019",18624071,4,
25,26,"Jun 25, 2019",17741372,4,
26,27,"Jul 02, 2019",13836482,4,
27,28,"Jul 09, 2019",15338763,4,
28,29,"Jul 16, 2019",15570231,4,
29,30,"Jul 23, 2019",15205399,4,
30,31,"Jul 30, 2019",15333126,4,
31,32,"Aug 06, 2019",18483701,4,
32,33,"Aug 13, 2019",18393692,4,
33,34,"Aug 20, 2019",18386497,4,
34,35,"Aug 27, 2019",17454110,4,
35,36,"Sep 03, 2019",15776335,4,
36,37,"Sep 10, 2019",16512127,4,
37,38,"Sep 17, 2019",16559505,4,
38,39,"Sep 24, 2019",15133034,4,
39,40,"Oct 01, 2019",15962941,4,
40,41,"Oct 08, 2019",14112240,4,
41,42,"Oct 15, 2019",14049447,4,
42,43,"Oct 22, 2019",13308128,4,
43,44,"Oct 29, 2019",12489245,4,
44,45,"Nov 05, 2019",16975283,4,
45,46,"Nov 12, 2019",16579586,4,
46,47,"Nov 19, 2019",15990755,4,
47,48,"Nov 26, 2019",15271377,4,
48,49,"Dec 03, 2019",15406031,4,
49,50,"Dec 10, 2019",15219673,4,
50,51,"Dec 17, 2019",15436205,4,
51,52,"Dec 24, 2019",11947567,4,
52,53,"Dec 31, 2019",11709524,4,
53,54,"Jan 07, 2020",15678848,4,
54,55,"Jan 14, 2020",15717139,4,
55,56,"Jan 21, 2020",15510993,4,
56,57,"Jan 28, 2020",14704020,4,
57,58,"Feb 04, 2020",15622940,4,
58,59,"Feb 11, 2020",15633051,4,
59,60,"Feb 18, 2020",15607773,4,
60,61,"Feb 25, 2020",12986236,4,
61,62,"Mar 03, 2020",11743057,4,
62,63,"Mar 10, 2020",10010525,4,
63,64,"Mar 17, 2020",5801695,4,
64,65,"Mar 24, 2020",3741609,4,
65,66,"Mar 31, 2020",3114114,4,
66,67,"Apr 07, 2020",670239,4,
67,68,"Apr 14, 2020",683551,4,
68,69,"Apr 21, 2020",731575,4,
69,70,"Apr 28, 2020",791635,4,
70,71,"May 05, 2020",1766309,4,
71,72,"May 12, 2020",1899899,4,
72,73,"May 19, 2020",1977067,4,
73,74,"May 26, 2020",2217724,4,
74,75,"Jun 02, 2020",3154688,4,
75,76,"Jun 09, 2020",3218990,4,
76,77,"Jun 16, 2020",3223705,4,
77,78,"Jun 23, 2020",3286039,4,
78,79,"Jun 30, 2020",3248578,4,
79,80,"Jul 07, 2020",5918477,4,
80,81,"Jul 14, 2020",5783906,4,
81,82,"Jul 21, 2020",5601257,4,
82,83,"Jul 28, 2020",5575360,4,
83,84,"Aug 04, 2020",5915960,4,
84,85,"Aug 11, 2020",6000023,4,
85,86,"Aug 18, 2020",5959957,4,
86,87,"Aug 25, 2020",6034060,4,
87,88,"Sep 01, 2020",4931128,4,
88,89,"Sep 08, 2020",4941808,4,
89,90,"Sep 15, 2020",4742261,4,
90,91,"Sep 22, 2020",4672608,4,
91,92,"Sep 29, 2020",4566195,4,
92,93,"Oct 06, 2020",6997989,4,
93,94,"Oct 13, 2020",7145767,4,
94,95,"Oct 20, 2020",7099136,4,
95,96,"Oct 27, 2020",6784109,4,
96,97,"Nov 03, 2020",6888241,4,
97,98,"Nov 10, 2020",6886665,4,
98,99,"Nov 17, 2020",6502345,4,
99,100,"Nov 24, 2020",6016749,4,
100,101,"Dec 01, 2020",5872898,4,
101,102,"Dec 08, 2020",5627109,4,
102,103,"Dec 15, 2020",5722088,4,
103,104,"Dec 22, 2020",4980400,4,
0,1,"Jan 01, 2019",11231295,5,11231295
1,2,"Jan 08, 2019",11388166,5,11388166
2,3,"Jan 15, 2019",11761584,5,11761584
3,4,"Jan 22, 2019",12054677,5,12054677
4,5,"Jan 29, 2019",11598279,5,11598279
5,6,"Feb 05, 2019",13428399,5,
6,7,"Feb 12, 2019",13690390,5,
7,8,"Feb 19, 2019",14236064,5,
8,9,"Feb 26, 2019",14324147,5,
9,10,"Mar 05, 2019",17473008,5,
10,11,"Mar 12, 2019",17955725,5,
11,12,"Mar 19, 2019",17538236,5,
12,13,"Mar 26, 2019",17267031,5,
13,14,"Apr 02, 2019",13137411,5,
14,15,"Apr 09, 2019",13554127,5,
15,16,"Apr 16, 2019",13032601,5,
16,17,"Apr 23, 2019",13436586,5,
17,18,"Apr 30, 2019",13777275,5,
18,19,"May 07, 2019",17662448,5,
19,20,"May 14, 2019",18094474,5,
20,21,"May 21, 2019",17414930,5,
21,22,"May 28, 2019",18194149,5,
22,23,"Jun 04, 2019",18104387,5,
23,24,"Jun 11, 2019",18321170,5,
24,25,"Jun 18, 2019",18624071,5,
25,26,"Jun 25, 2019",17741372,5,
26,27,"Jul 02, 2019",13836482,5,
27,28,"Jul 09, 2019",15338763,5,
28,29,"Jul 16, 2019",15570231,5,
29,30,"Jul 23, 2019",15205399,5,
30,31,"Jul 30, 2019",15333126,5,
31,32,"Aug 06, 2019",18483701,5,
32,33,"Aug 13, 2019",18393692,5,
33,34,"Aug 20, 2019",18386497,5,
34,35,"Aug 27, 2019",17454110,5,
35,36,"Sep 03, 2019",15776335,5,
36,37,"Sep 10, 2019",16512127,5,
37,38,"Sep 17, 2019",16559505,5,
38,39,"Sep 24, 2019",15133034,5,
39,40,"Oct 01, 2019",15962941,5,
40,41,"Oct 08, 2019",14112240,5,
41,42,"Oct 15, 2019",14049447,5,
42,43,"Oct 22, 2019",13308128,5,
43,44,"Oct 29, 2019",12489245,5,
44,45,"Nov 05, 2019",16975283,5,
45,46,"Nov 12, 2019",16579586,5,
46,47,"Nov 19, 2019",15990755,5,
47,48,"Nov 26, 2019",15271377,5,
48,49,"Dec 03, 2019",15406031,5,
49,50,"Dec 10, 2019",15219673,5,
50,51,"Dec 17, 2019",15436205,5,
51,52,"Dec 24, 2019",11947567,5,
52,53,"Dec 31, 2019",11709524,5,
53,54,"Jan 07, 2020",15678848,5,
54,55,"Jan 14, 2020",15717139,5,
55,56,"Jan 21, 2020",15510993,5,
56,57,"Jan 28, 2020",14704020,5,
57,58,"Feb 04, 2020",15622940,5,
58,59,"Feb 11, 2020",15633051,5,
59,60,"Feb 18, 2020",15607773,5,
60,61,"Feb 25, 2020",12986236,5,
61,62,"Mar 03, 2020",11743057,5,
62,63,"Mar 10, 2020",10010525,5,
63,64,"Mar 17, 2020",5801695,5,
64,65,"Mar 24, 2020",3741609,5,
65,66,"Mar 31, 2020",3114114,5,
66,67,"Apr 07, 2020",670239,5,
67,68,"Apr 14, 2020",683551,5,
68,69,"Apr 21, 2020",731575,5,
69,70,"Apr 28, 2020",791635,5,
70,71,"May 05, 2020",1766309,5,
71,72,"May 12, 2020",1899899,5,
72,73,"May 19, 2020",1977067,5,
73,74,"May 26, 2020",2217724,5,
74,75,"Jun 02, 2020",3154688,5,
75,76,"Jun 09, 2020",3218990,5,
76,77,"Jun 16, 2020",3223705,5,
77,78,"Jun 23, 2020",3286039,5,
78,79,"Jun 30, 2020",3248578,5,
79,80,"Jul 07, 2020",5918477,5,
80,81,"Jul 14, 2020",5783906,5,
81,82,"Jul 21, 2020",5601257,5,
82,83,"Jul 28, 2020",5575360,5,
83,84,"Aug 04, 2020",5915960,5,
84,85,"Aug 11, 2020",6000023,5,
85,86,"Aug 18, 2020",5959957,5,
86,87,"Aug 25, 2020",6034060,5,
87,88,"Sep 01, 2020",4931128,5,
88,89,"Sep 08, 2020",4941808,5,
89,90,"Sep 15, 2020",4742261,5,
90,91,"Sep 22, 2020",4672608,5,
91,92,"Sep 29, 2020",4566195,5,
92,93,"Oct 06, 2020",6997989,5,
93,94,"Oct 13, 2020",7145767,5,
94,95,"Oct 20, 2020",7099136,5,
95,96,"Oct 27, 2020",6784109,5,
96,97,"Nov 03, 2020",6888241,5,
97,98,"Nov 10, 2020",6886665,5,
98,99,"Nov 17, 2020",6502345,5,
99,100,"Nov 24, 2020",6016749,5,
100,101,"Dec 01, 2020",5872898,5,
101,102,"Dec 08, 2020",5627109,5,
102,103,"Dec 15, 2020",5722088,5,
103,104,"Dec 22, 2020",4980400,5,
0,1,"Jan 01, 2019",11231295,6,11231295
1,2,"Jan 08, 2019",11388166,6,11388166
2,3,"Jan 15, 2019",11761584,6,11761584
3,4,"Jan 22, 2019",12054677,6,12054677
4,5,"Jan 29, 2019",11598279,6,11598279
5,6,"Feb 05, 2019",13428399,6,13428399
6,7,"Feb 12, 2019",13690390,6,
7,8,"Feb 19, 2019",14236064,6,
8,9,"Feb 26, 2019",14324147,6,
9,10,"Mar 05, 2019",17473008,6,
10,11,"Mar 12, 2019",17955725,6,
11,12,"Mar 19, 2019",17538236,6,
12,13,"Mar 26, 2019",17267031,6,
13,14,"Apr 02, 2019",13137411,6,
14,15,"Apr 09, 2019",13554127,6,
15,16,"Apr 16, 2019",13032601,6,
16,17,"Apr 23, 2019",13436586,6,
17,18,"Apr 30, 2019",13777275,6,
18,19,"May 07, 2019",17662448,6,
19,20,"May 14, 2019",18094474,6,
20,21,"May 21, 2019",17414930,6,
21,22,"May 28, 2019",18194149,6,
22,23,"Jun 04, 2019",18104387,6,
23,24,"Jun 11, 2019",18321170,6,
24,25,"Jun 18, 2019",18624071,6,
25,26,"Jun 25, 2019",17741372,6,
26,27,"Jul 02, 2019",13836482,6,
27,28,"Jul 09, 2019",15338763,6,
28,29,"Jul 16, 2019",15570231,6,
29,30,"Jul 23, 2019",15205399,6,
30,31,"Jul 30, 2019",15333126,6,
31,32,"Aug 06, 2019",18483701,6,
32,33,"Aug 13, 2019",18393692,6,
33,34,"Aug 20, 2019",18386497,6,
34,35,"Aug 27, 2019",17454110,6,
35,36,"Sep 03, 2019",15776335,6,
36,37,"Sep 10, 2019",16512127,6,
37,38,"Sep 17, 2019",16559505,6,
38,39,"Sep 24, 2019",15133034,6,
39,40,"Oct 01, 2019",15962941,6,
40,41,"Oct 08, 2019",14112240,6,
41,42,"Oct 15, 2019",14049447,6,
42,43,"Oct 22, 2019",13308128,6,
43,44,"Oct 29, 2019",12489245,6,
44,45,"Nov 05, 2019",16975283,6,
45,46,"Nov 12, 2019",16579586,6,
46,47,"Nov 19, 2019",15990755,6,
47,48,"Nov 26, 2019",15271377,6,
48,49,"Dec 03, 2019",15406031,6,
49,50,"Dec 10, 2019",15219673,6,
50,51,"Dec 17, 2019",15436205,6,
51,52,"Dec 24, 2019",11947567,6,
52,53,"Dec 31, 2019",11709524,6,
53,54,"Jan 07, 2020",15678848,6,
54,55,"Jan 14, 2020",15717139,6,
55,56,"Jan 21, 2020",15510993,6,
56,57,"Jan 28, 2020",14704020,6,
57,58,"Feb 04, 2020",15622940,6,
58,59,"Feb 11, 2020",15633051,6,
59,60,"Feb 18, 2020",15607773,6,
60,61,"Feb 25, 2020",12986236,6,
61,62,"Mar 03, 2020",11743057,6,
62,63,"Mar 10, 2020",10010525,6,
63,64,"Mar 17, 2020",5801695,6,
64,65,"Mar 24, 2020",3741609,6,
65,66,"Mar 31, 2020",3114114,6,
66,67,"Apr 07, 2020",670239,6,
67,68,"Apr 14, 2020",683551,6,
68,69,"Apr 21, 2020",731575,6,
69,70,"Apr 28, 2020",791635,6,
70,71,"May 05, 2020",1766309,6,
71,72,"May 12, 2020",1899899,6,
72,73,"May 19, 2020",1977067,6,
73,74,"May 26, 2020",2217724,6,
74,75,"Jun 02, 2020",3154688,6,
75,76,"Jun 09, 2020",3218990,6,
76,77,"Jun 16, 2020",3223705,6,
77,78,"Jun 23, 2020",3286039,6,
78,79,"Jun 30, 2020",3248578,6,
79,80,"Jul 07, 2020",5918477,6,
80,81,"Jul 14, 2020",5783906,6,
81,82,"Jul 21, 2020",5601257,6,
82,83,"Jul 28, 2020",5575360,6,
83,84,"Aug 04, 2020",5915960,6,
84,85,"Aug 11, 2020",6000023,6,
85,86,"Aug 18, 2020",5959957,6,
86,87,"Aug 25, 2020",6034060,6,
87,88,"Sep 01, 2020",4931128,6,
88,89,"Sep 08, 2020",4941808,6,
89,90,"Sep 15, 2020",4742261,6,
90,91,"Sep 22, 2020",4672608,6,
91,92,"Sep 29, 2020",4566195,6,
92,93,"Oct 06, 2020",6997989,6,
93,94,"Oct 13, 2020",7145767,6,
94,95,"Oct 20, 2020",7099136,6,
95,96,"Oct 27, 2020",6784109,6,
96,97,"Nov 03, 2020",6888241,6,
97,98,"Nov 10, 2020",6886665,6,
98,99,"Nov 17, 2020",6502345,6,
99,100,"Nov 24, 2020",6016749,6,
100,101,"Dec 01, 2020",5872898,6,
101,102,"Dec 08, 2020",5627109,6,
102,103,"Dec 15, 2020",5722088,6,
103,104,"Dec 22, 2020",4980400,6,
0,1,"Jan 01, 2019",11231295,7,11231295
1,2,"Jan 08, 2019",11388166,7,11388166
2,3,"Jan 15, 2019",11761584,7,11761584
3,4,"Jan 22, 2019",12054677,7,12054677
4,5,"Jan 29, 2019",11598279,7,11598279
5,6,"Feb 05, 2019",13428399,7,13428399
6,7,"Feb 12, 2019",13690390,7,13690390
7,8,"Feb 19, 2019",14236064,7,
8,9,"Feb 26, 2019",14324147,7,
9,10,"Mar 05, 2019",17473008,7,
10,11,"Mar 12, 2019",17955725,7,
