STORE_ID,LONGITUDE,LATITUDE,WEEK,MONTH,YEAR,GPS ENPLANEMENTS,TRUE MONTHLY ENPLANED,WEEKLY ENPLANEMENTS,WEEKLY ADJUSTMENT
FLO,-79.7237092560641,34.1870381482311,21,5,2019,1898.1,71366000,17414930,21.09
FNT,-83.748281595786,42.9665852582105,21,5,2019,8056.38,71366000,17414930,21.09
FSD,-96.7410356215187,43.5800415501289,21,5,2019,14362.29,71366000,17414930,21.09
FSM,-94.3671108426042,35.3378896491896,21,5,2019,13476.51,71366000,17414930,21.09
FWA,-85.1949627475822,40.9815746768108,21,5,2019,14488.83,71366000,17414930,21.09
GCC,-105.537238764664,44.3483561178084,21,5,2019,400.71,71366000,17414930,21.09
GCK,-100.72885638058,37.9286191669122,21,5,2019,653.79,71366000,17414930,21.09
GCN,-112.144972749541,35.9532631056715,21,5,2019,1286.49,71366000,17414930,21.09
GEG,-117.53482115935,47.6207351138055,21,5,2019,24443.31,71366000,17414930,21.09
GFK,-97.1728626378573,47.9460591560328,21,5,2019,7339.32,71366000,17414930,21.09
GGG,-94.7125166258532,32.3833286125209,21,5,2019,2657.34,71366000,17414930,21.09
GJT,-108.533119187478,39.1205366032697,21,5,2019,24169.14,71366000,17414930,21.09
GNV,-82.2694078354323,29.6905613180046,21,5,2019,6453.54,71366000,17414930,21.09
GPI,-114.252823495332,48.3102301313896,21,5,2019,2615.16,71366000,17414930,21.09
GPT,-89.069925924488,30.4066477445622,21,5,2019,12885.99,71366000,17414930,21.09
GRB,-88.1322178008906,44.484611961412,21,5,2019,8499.27,71366000,17414930,21.09
GRI,-98.3105286187986,40.9663374734807,21,5,2019,1687.2,71366000,17414930,21.09
GRK,-97.8287814710264,31.0716692725652,21,5,2019,10249.74,71366000,17414930,21.09
GRR,-85.5327486279357,42.8834790766559,21,5,2019,83558.58,71366000,17414930,21.09
GSO,-79.9367788217241,36.1028659587497,21,5,2019,43550.85,71366000,17414930,21.09
GSP,-82.2163190816366,34.8963532070412,21,5,2019,23304.45,71366000,17414930,21.09
GST,-135.706876854519,58.4244899288414,21,5,2019,84.36,71366000,17414930,21.09
GTF,-111.370343247158,47.4806987563973,21,5,2019,5209.23,71366000,17414930,21.09
GTR,-88.5897560522641,33.4505354162529,21,5,2019,1729.38,71366000,17414930,21.09
GUC,-106.93092251931,38.5343701499937,21,5,2019,421.8,71366000,17414930,21.09
HDN,-107.216650549142,40.4814284754926,21,5,2019,843.6,71366000,17414930,21.09
HGR,-77.7273673103784,39.7070615091855,21,5,2019,590.52,71366000,17414930,21.09
HIB,-92.8390047385595,47.3872701814527,21,5,2019,527.25,71366000,17414930,21.09
HLN,-111.989102569313,46.6061373406627,21,5,2019,2657.34,71366000,17414930,21.09
HNL,-157.932384931191,21.3229685442547,21,5,2019,133562.97,71366000,17414930,21.09
HOB,-103.215150703841,32.6898465344606,21,5,2019,991.23,71366000,17414930,21.09
HOM,-151.485359432552,59.6418229406505,21,5,2019,1054.5,71366000,17414930,21.09
HOU,-95.2806922376869,29.6456514254163,21,5,2019,186351.24,71366000,17414930,21.09
HPN,-73.7077168461831,41.067456023866,21,5,2019,18749.01,71366000,17414930,21.09
HRL,-97.6537742710353,26.2266552640972,21,5,2019,9490.5,71366000,17414930,21.09
HSV,-86.776445917531,34.638252308063,21,5,2019,17589.06,71366000,17414930,21.09
HTS,-82.5591862962303,38.3686936859496,21,5,2019,2319.9,71366000,17414930,21.09
HVN,-72.8864536689653,41.265153502575,21,5,2019,2235.54,71366000,17414930,21.09
HXD,-80.6969099329562,32.2249355626426,21,5,2019,3058.05,71366000,17414930,21.09
HYA,-70.281181973229,41.6684961279039,21,5,2019,2298.81,71366000,17414930,21.09
HYS,-99.2727487662594,38.8404511289057,21,5,2019,1096.68,71366000,17414930,21.09
IAD,-77.4594548735854,38.944922724161,21,5,2019,254893.74,71366000,17414930,21.09
IAG,-78.9496920852881,43.1105595797109,21,5,2019,10734.81,71366000,17414930,21.09
IAH,-95.3326500603349,29.9795798220453,21,5,2019,411381.54,71366000,17414930,21.09
ICT,-97.4274972928485,37.6501764329598,21,5,2019,32478.6,71366000,17414930,21.09
IDA,-112.070500027041,43.5128495968131,21,5,2019,3986.01,71366000,17414930,21.09
IFP,-114.558363104806,35.1564383644215,21,5,2019,1919.19,71366000,17414930,21.09
ILM,-77.9032418437961,34.2711444724077,21,5,2019,10987.89,71366000,17414930,21.09
IMT,-88.1131821969452,45.8187355279511,21,5,2019,632.7,71366000,17414930,21.09
IND,-86.3131368703166,39.7109634128756,21,5,2019,228531.24,71366000,17414930,21.09
INL,-93.4007503082739,48.5650959397788,21,5,2019,590.52,71366000,17414930,21.09
IPT,-76.9258074230214,41.2424451641879,21,5,2019,738.15,71366000,17414930,21.09
ISP,-73.1003418793366,40.7941716293046,21,5,2019,11810.4,71366000,17414930,21.09
ITH,-76.4599311858789,42.4905675040295,21,5,2019,3880.56,71366000,17414930,21.09
ITO,-155.048277559604,19.7179215750961,21,5,2019,10798.08,71366000,17414930,21.09
IWA,-111.657123120953,33.3060587790502,21,5,2019,25561.08,71366000,17414930,21.09
JAC,-110.738253260868,43.6063112944983,21,5,2019,3901.65,71366000,17414930,21.09
JAN,-90.0765233879013,32.3114347325893,21,5,2019,13413.24,71366000,17414930,21.09
JAX,-81.6855103393734,30.4932428071895,21,5,2019,74890.59,71366000,17414930,21.09
JFK,-73.7865919587574,40.6466599754308,21,5,2019,278071.65,71366000,17414930,21.09
JLN,-94.49854594811,37.1543934750494,21,5,2019,1455.21,71366000,17414930,21.09
JMS,-98.6781639604844,46.9278962266751,21,5,2019,906.87,71366000,17414930,21.09
JNU,-134.577470100012,58.3569772204984,21,5,2019,6116.1,71366000,17414930,21.09
JQF,-80.7088923540963,35.3879754430793,21,5,2019,20394.03,71366000,17414930,21.09
KOA,-156.044373945477,19.7386710600121,21,5,2019,885.78,71366000,17414930,21.09
KSM,-163.299331196251,62.0596788218851,21,5,2019,84.36,71366000,17414930,21.09
KTN,-131.708806810686,55.3537641528267,21,5,2019,1096.68,71366000,17414930,21.09
LAN,-84.5851225409941,42.7769487611925,21,5,2019,6896.43,71366000,17414930,21.09
LAR,-105.673820074899,41.3141562745986,21,5,2019,274.17,71366000,17414930,21.09
LAS,-115.149555483505,36.0836789888298,21,5,2019,436436.46,71366000,17414930,21.09
LAW,-98.41531124636,34.5722362097175,21,5,2019,1771.56,71366000,17414930,21.09
LAX,-118.397736956733,33.9412857127074,21,5,2019,718536.3,71366000,17414930,21.09
LBB,-101.819145631366,33.6568875930265,21,5,2019,14847.36,71366000,17414930,21.09
LBE,-79.4078160116754,40.2729585387887,21,5,2019,8541.45,71366000,17414930,21.09
LBF,-100.686502905836,41.1260364581599,21,5,2019,864.69,71366000,17414930,21.09
LCH,-93.2204153162494,30.1240839964153,21,5,2019,1771.56,71366000,17414930,21.09
LCK,-82.9332756384617,39.8141615320158,21,5,2019,11198.79,71366000,17414930,21.09
LEB,-72.3057411052238,43.6235831647448,21,5,2019,759.24,71366000,17414930,21.09
LEX,-84.6067908242573,38.0359031586204,21,5,2019,15733.14,71366000,17414930,21.09
LFT,-91.9901823107849,30.2048216463661,21,5,2019,6327,71366000,17414930,21.09
LGA,-73.8734206763609,40.7747615484036,21,5,2019,232622.7,71366000,17414930,21.09
LGB,-118.151214488165,33.8192954010329,21,5,2019,119538.12,71366000,17414930,21.09
LIH,-159.342130198247,21.9773523896093,21,5,2019,23177.91,71366000,17414930,21.09
LIT,-92.2251876365775,34.7297162165039,21,5,2019,28492.59,71366000,17414930,21.09
LNK,-96.7582635294075,40.8494546965994,21,5,2019,9912.3,71366000,17414930,21.09
LNY,-156.95186269926,20.7863432246229,21,5,2019,780.33,71366000,17414930,21.09
LRD,-99.463112608158,27.5482846946993,21,5,2019,41252.04,71366000,17414930,21.09
LSE,-91.2579413884833,43.8785661315649,21,5,2019,2994.78,71366000,17414930,21.09
LWB,-80.4012367354219,37.8583542228785,21,5,2019,1033.41,71366000,17414930,21.09
LWS,-117.015794194891,46.3756140389608,21,5,2019,1349.76,71366000,17414930,21.09
LYH,-79.2019359977163,37.3224452024385,21,5,2019,3205.68,71366000,17414930,21.09
MAF,-102.208024128943,31.9413798962279,21,5,2019,17821.05,71366000,17414930,21.09
MBS,-84.0832536008569,43.5326675320381,21,5,2019,3058.05,71366000,17414930,21.09
MCI,-94.7092641253793,39.3031439432716,21,5,2019,103826.07,71366000,17414930,21.09
MCN,-83.6481243668856,32.6934351704687,21,5,2019,2193.36,71366000,17414930,21.09
MCO,-81.3079778036833,28.4290591643248,21,5,2019,466929.853904633,71366000,17414930,21.09
MDT,-76.758174814042,40.1954233909379,21,5,2019,18200.67,71366000,17414930,21.09
MDW,-87.7506323265738,41.7869553494847,21,5,2019,207251.43,71366000,17414930,21.09
MEI,-88.7495694440575,32.3354466496425,21,5,2019,3311.13,71366000,17414930,21.09
MEM,-89.97313112659,35.0508053984836,21,5,2019,67741.08,71366000,17414930,21.09
MFE,-98.237496680833,26.17965804609,21,5,2019,43761.75,71366000,17414930,21.09
MFR,-122.870113378281,42.3739853461216,21,5,2019,34693.05,71366000,17414930,21.09
MGM,-86.3961007154691,32.2988210411049,21,5,2019,5863.02,71366000,17414930,21.09
MHK,-96.6719616303886,39.1387702975373,21,5,2019,1961.37,71366000,17414930,21.09
MHT,-71.4344672547834,42.9302617713164,21,5,2019,20119.86,71366000,17414930,21.09
MIA,-80.2878156121664,25.7958442705346,21,5,2019,302620.41,71366000,17414930,21.09
MKE,-87.9075562785002,42.9363757470074,21,5,2019,100325.13,71366000,17414930,21.09
MKG,-86.2345451688922,43.1679203594784,21,5,2019,2509.71,71366000,17414930,21.09
MKK,-157.095371084583,21.1538311094747,21,5,2019,653.79,71366000,17414930,21.09
MLB,-80.6437283608969,28.1015265675425,21,5,2019,23177.91,71366000,17414930,21.09
MLI,-90.5134491383094,41.4473215309941,21,5,2019,11409.69,71366000,17414930,21.09
MLU,-92.0365377087581,32.5130478206652,21,5,2019,3226.77,71366000,17414930,21.09
MMH,-118.843741257755,37.6260125760422,21,5,2019,337.44,71366000,17414930,21.09
MOB,-88.2446495872285,30.6916702695709,21,5,2019,11915.85,71366000,17414930,21.09
MOT,-101.273311892848,48.2550958007001,21,5,2019,4112.55,71366000,17414930,21.09
MRI,-149.841408767926,61.2130471995067,21,5,2019,14784.09,71366000,17414930,21.09
MRY,-121.847633011855,36.5869565170168,21,5,2019,14784.09,71366000,17414930,21.09
MSN,-89.3352094438654,43.1368277812401,21,5,2019,21912.51,71366000,17414930,21.09
MSO,-114.089964188958,46.917180514886,21,5,2019,4513.26,71366000,17414930,21.09
MSP,-93.2216407946283,44.8815298694459,21,5,2019,278556.72,71366000,17414930,21.09
MSY,-90.2620645123466,29.9924443774178,21,5,2019,120255.18,71366000,17414930,21.09
MTJ,-107.896085331287,38.5054959743668,21,5,2019,6263.73,71366000,17414930,21.09
MVY,-70.6120547694659,41.3920864676419,21,5,2019,2172.27,71366000,17414930,21.09
MWA,-89.009603918674,37.7529765221753,21,5,2019,2678.43,71366000,17414930,21.09
MYR,-78.9280844372725,33.6818325467346,21,5,2019,30833.58,71366000,17414930,21.09
OAJ,-77.6131861795967,34.8279061776364,21,5,2019,3964.92,71366000,17414930,21.09
OAK,-122.218528051545,37.7231459812635,21,5,2019,120213,71366000,17414930,21.09
OGD,-112.01155260075,41.194824966667,21,5,2019,3669.66,71366000,17414930,21.09
OGG,-156.436092959072,20.894103800798,21,5,2019,53399.88,71366000,17414930,21.09
OGS,-75.4674586986422,44.6842524505485,21,5,2019,1413.03,71366000,17414930,21.09
OKC,-97.6022209509183,35.3986496084873,21,5,2019,65821.89,71366000,17414930,21.09
OMA,-95.8932813052766,41.301567323168,21,5,2019,44668.62,71366000,17414930,21.09
ONT,-117.598116939796,34.0570573009492,21,5,2019,46967.43,71366000,17414930,21.09
ORD,-87.9054459224622,41.9731246056501,21,5,2019,590688.72,71366000,17414930,21.09
ORF,-76.2006617486773,36.8949498811981,21,5,2019,27332.64,71366000,17414930,21.09
ORH,-71.8740814254966,42.2650032435337,21,5,2019,2467.53,71366000,17414930,21.09
ORS,-122.909250363252,48.7074686633768,21,5,2019,463.98,71366000,17414930,21.09
OTH,-124.246093773449,43.4157476170537,21,5,2019,1645.02,71366000,17414930,21.09
OWB,-87.1646189903828,37.7385849969965,21,5,2019,2256.63,71366000,17414930,21.09
PAH,-88.7728497673527,37.0604730977722,21,5,2019,906.87,71366000,17414930,21.09
PBG,-73.4652559962748,44.6538771937694,21,5,2019,1455.21,71366000,17414930,21.09
PBI,-80.0947563468737,26.6842567958763,21,5,2019,69154.11,71366000,17414930,21.09
PDX,-122.587996289906,45.5809856706109,21,5,2019,162688.26,71366000,17414930,21.09
PGA,-111.447857086365,36.9259883118705,21,5,2019,1265.4,71366000,17414930,21.09
PGD,-81.9923963869812,26.9201835892062,21,5,2019,19128.63,71366000,17414930,21.09
PGV,-77.3841398576393,35.6372125912477,21,5,2019,1855.92,71366000,17414930,21.09
PHF,-76.4958267887568,37.1317993267752,21,5,2019,55804.14,71366000,17414930,21.09
PHL,-75.2407106292946,39.874008085499,21,5,2019,222858.03,71366000,17414930,21.09
PHX,-112.009841220186,33.4349995420187,21,5,2019,332800.2,71366000,17414930,21.09
PIA,-89.6920812456921,40.6637041644638,21,5,2019,12611.82,71366000,17414930,21.09
PIE,-82.6889920647338,27.9100470158929,21,5,2019,36780.96,71366000,17414930,21.09
PIH,-112.589383783572,42.9114724401954,21,5,2019,1244.31,71366000,17414930,21.09
PIR,-100.286512377888,44.3816344042199,21,5,2019,653.79,71366000,17414930,21.09
PIT,-80.2416803729863,40.4946172382219,21,5,2019,92711.64,71366000,17414930,21.09
PLN,-84.7914057595604,45.5711003351904,21,5,2019,1919.19,71366000,17414930,21.09
PNS,-87.1869055020617,30.473706867059,21,5,2019,29125.29,71366000,17414930,21.09
PQI,-68.0430589532064,46.6894412823274,21,5,2019,400.71,71366000,17414930,21.09
PRC,-112.420358182199,34.6547311793271,21,5,2019,2024.64,71366000,17414930,21.09
PSC,-119.116297953392,46.2601937848027,21,5,2019,15016.08,71366000,17414930,21.09
PSG,-132.942914739983,56.80230417003,21,5,2019,274.17,71366000,17414930,21.09
PSM,-70.8184465869941,43.0798878854738,21,5,2019,6643.35,71366000,17414930,21.09
PSP,-116.508762316932,33.8296887886215,21,5,2019,23494.26,71366000,17414930,21.09
PUB,-104.499332934245,38.2874276568887,21,5,2019,7044.06,71366000,17414930,21.09
PUW,-117.109626221645,46.7449726783616,21,5,2019,1012.32,71366000,17414930,21.09
PVC,-70.1687573716739,42.0312763288108,21,5,2019,2087.91,71366000,17414930,21.09
PVD,-71.4303014903811,41.7231468428038,21,5,2019,45195.87,71366000,17414930,21.09
PVU,-111.722232870185,40.219102838828,21,5,2019,3585.3,71366000,17414930,21.09
PWM,-70.3086414535678,43.6456398914892,21,5,2019,16260.39,71366000,17414930,21.09
RAP,-103.056766903869,44.0446532620801,21,5,2019,6031.74,71366000,17414930,21.09
RDD,-122.295121284592,40.5099528442822,21,5,2019,2889.33,71366000,17414930,21.09
RDM,-121.151615402458,44.2546392829722,21,5,2019,6221.55,71366000,17414930,21.09
RDU,-78.7874005746589,35.8768832466447,21,5,2019,146385.69,71366000,17414930,21.09
RFD,-89.0988000442094,42.1952889257722,21,5,2019,8014.2,71366000,17414930,21.09
RHI,-89.4747298508332,45.630131446716,21,5,2019,506.16,71366000,17414930,21.09
RIC,-77.320922486172,37.5052189413576,21,5,2019,30707.04,71366000,17414930,21.09
RIW,-108.457935117543,43.0605217308796,21,5,2019,400.71,71366000,17414930,21.09
RKD,-69.0990267841681,44.0604264278375,21,5,2019,506.16,71366000,17414930,21.09
RKS,-109.067003982931,41.5960858007949,21,5,2019,569.43,71366000,17414930,21.09
RNO,-119.769189957852,39.5000055318146,21,5,2019,22292.13,71366000,17414930,21.09
ROA,-79.9723363146548,37.3226513414538,21,5,2019,28619.13,71366000,17414930,21.09
ROC,-77.6731263871979,43.1166360337203,21,5,2019,30032.16,71366000,17414930,21.09
ROW,-104.517855599116,33.3020585862629,21,5,2019,3395.49,71366000,17414930,21.09
RST,-92.4993261562958,43.9090788417087,21,5,2019,4175.82,71366000,17414930,21.09
RSW,-81.7570560351019,26.5334058639443,21,5,2019,85688.67,71366000,17414930,21.09
SAF,-106.093170263322,35.6169333503678,21,5,2019,3711.84,71366000,17414930,21.09
SAN,-117.193616596721,32.7328247808585,21,5,2019,175426.62,71366000,17414930,21.09
SAT,-98.4678561013418,29.5355557977616,21,5,2019,170365.02,71366000,17414930,21.09
SAV,-81.2007972073102,32.1283125677695,21,5,2019,45659.85,71366000,17414930,21.09
SAW,-87.3924419959607,46.3468437155778,21,5,2019,1244.31,71366000,17414930,21.09
SBA,-119.849615349805,34.429482738989,21,5,2019,63523.08,71366000,17414930,21.09
SBN,-86.3138219611264,41.7065543717438,21,5,2019,16829.82,71366000,17414930,21.09
SBP,-120.641698159962,35.2389455914373,21,5,2019,17103.99,71366000,17414930,21.09
SBY,-75.5072270250019,38.337698629305,21,5,2019,2277.72,71366000,17414930,21.09
SCC,-148.461186850585,70.1984918623097,21,5,2019,1982.46,71366000,17414930,21.09
SCK,-121.246923953285,37.9012613249171,21,5,2019,23641.89,71366000,17414930,21.09
SDF,-85.7358495387585,38.1715085806183,21,5,2019,93323.25,71366000,17414930,21.09
SDY,-104.188710750509,47.7066586241536,21,5,2019,168.72,71366000,17414930,21.09
SEA,-122.304886355377,47.4460526099929,21,5,2019,331429.35,71366000,17414930,21.09
SFB,-81.2321565254145,28.7759758096705,21,5,2019,44816.25,71366000,17414930,21.09
SFO,-122.381805729607,37.6168330520152,21,5,2019,370361.49,71366000,17414930,21.09
SGF,-93.3900718427732,37.2455949646263,21,5,2019,11093.34,71366000,17414930,21.09
SGU,-113.508415186787,37.0364972187965,21,5,2019,2045.73,71366000,17414930,21.09
SHD,-78.8969310653698,38.265099466724,21,5,2019,906.87,71366000,17414930,21.09
SHR,-106.975296787077,44.7692045398994,21,5,2019,695.97,71366000,17414930,21.09
SHV,-93.825620254488,32.4482255787748,21,5,2019,12780.54,71366000,17414930,21.09
SIT,-135.364032329601,57.050113371523,21,5,2019,1117.77,71366000,17414930,21.09
SJC,-121.926764903169,37.3616955945239,21,5,2019,178948.65,71366000,17414930,21.09
SJT,-100.498917257919,31.3559700029439,21,5,2019,3564.21,71366000,17414930,21.09
SLC,-111.974586702733,40.7920509828966,21,5,2019,161211.96,71366000,17414930,21.09
SLN,-97.6504000315268,38.7880123675836,21,5,2019,5082.69,71366000,17414930,21.09
SMF,-121.588792418173,38.6913358184924,21,5,2019,95875.14,71366000,17414930,21.09
SMX,-120.455286548063,34.9014846530063,21,5,2019,12717.27,71366000,17414930,21.09
SNA,-117.868161290444,33.6775613212395,21,5,2019,192636.06,71366000,17414930,21.09
SPI,-89.6780578144899,39.842593453271,21,5,2019,4365.63,71366000,17414930,21.09
SPS,-98.49966625585,33.9866284863637,21,5,2019,35009.4,71366000,17414930,21.09
SRQ,-82.5535933910909,27.3943596512579,21,5,2019,34461.06,71366000,17414930,21.09
STC,-94.0617461083064,45.5445035722211,21,5,2019,653.79,71366000,17414930,21.09
STL,-90.370857177754,38.7472854784087,21,5,2019,193437.48,71366000,17414930,21.09
STS,-122.813518413702,38.5081002386697,21,5,2019,5103.78,71366000,17414930,21.09
SUN,-114.298849309995,43.5046424504798,21,5,2019,3922.74,71366000,17414930,21.09
SUX,-96.3864565358648,42.4052640166526,21,5,2019,4597.62,71366000,17414930,21.09
SWF,-74.1074085321999,41.5037615696045,21,5,2019,12506.37,71366000,17414930,21.09
SWO,-97.0855150100667,36.15929249801,21,5,2019,1560.66,71366000,17414930,21.09
SYR,-76.1112230005616,43.109287168091,21,5,2019,47768.85,71366000,17414930,21.09
TLH,-84.3501516995276,30.3968823564026,21,5,2019,12422.01,71366000,17414930,21.09
TOL,-83.8082082659173,41.5872159311201,21,5,2019,7065.15,71366000,17414930,21.09
TPA,-82.5318524035793,27.9771665511285,21,5,2019,260566.95,71366000,17414930,21.09
TRI,-82.4085922453848,36.4726986051702,21,5,2019,4787.43,71366000,17414930,21.09
TTN,-74.8119537989569,40.2792229716184,21,5,2019,9574.86,71366000,17414930,21.09
TUL,-95.8850905842468,36.1998876789781,21,5,2019,59262.9,71366000,17414930,21.09
TUP,-88.7680161294702,34.2662241478046,21,5,2019,2826.06,71366000,17414930,21.09
TUS,-110.936918528383,32.1102546779748,21,5,2019,55382.34,71366000,17414930,21.09
TVC,-85.5797786381597,44.7420140445164,21,5,2019,6917.52,71366000,17414930,21.09
TWF,-114.490739793211,42.4819971415111,21,5,2019,1012.32,71366000,17414930,21.09
TXK,-93.9927898364455,33.4533933345184,21,5,2019,1349.76,71366000,17414930,21.09
TYR,-95.4019634958684,32.3538836890397,21,5,2019,2235.54,71366000,17414930,21.09
TYS,-83.9947748022725,35.8113822119314,21,5,2019,32562.96,71366000,17414930,21.09
UIN,-91.1933057713794,39.9467773716676,21,5,2019,527.25,71366000,17414930,21.09
UNK,-160.797768993865,63.8850985066043,21,5,2019,527.25,71366000,17414930,21.09
UNV,-77.8521851563684,40.8499810525816,21,5,2019,3775.11,71366000,17414930,21.09
VDZ,-146.245290852245,61.1326754962903,21,5,2019,927.96,71366000,17414930,21.09
VEL,-109.510673350388,40.4410224698292,21,5,2019,548.34,71366000,17414930,21.09
VLD,-83.2760103733888,30.7805936249369,21,5,2019,1202.13,71366000,17414930,21.09
VPS,-86.532603660837,30.4891731435528,21,5,2019,39016.5,71366000,17414930,21.09
VRB,-80.4172551572575,27.6533201757514,21,5,2019,12675.09,71366000,17414930,21.09
WRG,-132.372389745102,56.4844196568665,21,5,2019,126.54,71366000,17414930,21.09
WST,-71.8054502406295,41.3493978802459,21,5,2019,5145.96,71366000,17414930,21.09
WYS,-111.115885062733,44.6900897286584,21,5,2019,548.34,71366000,17414930,21.09
XNA,-94.3038655907389,36.2815261905978,21,5,2019,17757.78,71366000,17414930,21.09
XWA,-103.640256758607,48.1811722452016,21,5,2019,20647.11,71366000,17414930,21.09
YKM,-120.543234344936,46.5681343201685,21,5,2019,1138.86,71366000,17414930,21.09
YUM,-114.604576940188,32.6494659491476,21,5,2019,16724.37,71366000,17414930,21.09
ABE,-75.4437670373971,40.6486994311718,22,5,2019,23620.8,71366000,18194149,21.09
ABI,-99.6826462712207,32.4153304301175,22,5,2019,5040.51,71366000,18194149,21.09
ABQ,-106.607943141783,35.0359602728578,22,5,2019,83010.24,71366000,18194149,21.09
ABR,-98.4203940954279,45.4460512295479,22,5,2019,1244.31,71366000,18194149,21.09
ABY,-84.1943684474135,31.5336686251198,22,5,2019,1265.4,71366000,18194149,21.09
ACK,-70.0615476616803,41.2534773223773,22,5,2019,2657.34,71366000,18194149,21.09
ACT,-97.2257163075525,31.6134568275452,22,5,2019,5272.5,71366000,18194149,21.09
ACV,-124.1081766634,40.977317242746,22,5,2019,1623.93,71366000,18194149,21.09
ACY,-74.5756567616977,39.4562099262162,22,5,2019,18411.57,71366000,18194149,21.09
ADQ,-152.498690099267,57.7506036116429,22,5,2019,864.69,71366000,18194149,21.09
AEX,-92.5456795405575,31.3249291789669,22,5,2019,4196.91,71366000,18194149,21.09
AGS,-81.9653529405301,33.3700417819205,22,5,2019,7022.97,71366000,18194149,21.09
AKN,-156.65261647685,58.6791505022687,22,5,2019,210.9,71366000,18194149,21.09
AKW,-133.07407867173,55.5788674824509,22,5,2019,126.54,71366000,18194149,21.09
ALB,-73.8007639036996,42.7481457425904,22,5,2019,36970.77,71366000,18194149,21.09
ALO,-92.3986849400514,42.5558660294579,22,5,2019,843.6,71366000,18194149,21.09
ALW,-118.284521081846,46.0922771800296,22,5,2019,2594.07,71366000,18194149,21.09
AMA,-101.70365086111,35.2154814425312,22,5,2019,14615.37,71366000,18194149,21.09
ANC,-149.987609254861,61.1756046557816,22,5,2019,59916.69,71366000,18194149,21.09
ANI,-159.545620211593,61.5805557279384,22,5,2019,42.18,71366000,18194149,21.09
APN,-83.5617739277975,45.0785671466495,22,5,2019,1096.68,71366000,18194149,21.09
ART,-76.0210430905567,43.9908943553658,22,5,2019,569.43,71366000,18194149,21.09
ASE,-106.866645234955,39.2213930777225,22,5,2019,3205.68,71366000,18194149,21.09
ATL,-84.4301291225203,33.6360247529914,22,5,2019,773918.64,71366000,18194149,21.09
ATW,-88.5174029920665,44.2574730996761,22,5,2019,11135.52,71366000,18194149,21.09
ATY,-97.1525718027001,44.9167745322224,22,5,2019,1497.39,71366000,18194149,21.09
AUS,-97.6692958844466,30.1973791332881,22,5,2019,163405.32,71366000,18194149,21.09
AVL,-82.5404460763069,35.4358890942736,22,5,2019,18770.1,71366000,18194149,21.09
AVP,-75.7247500085692,41.3380036860409,22,5,2019,6052.83,71366000,18194149,21.09
AZO,-85.5510154007889,42.2329928542877,22,5,2019,8541.45,71366000,18194149,21.09
BDL,-72.6838717537277,41.9360055012823,22,5,2019,66834.21,71366000,18194149,21.09
BED,-71.2855053555405,42.4681244028427,22,5,2019,19951.14,71366000,18194149,21.09
BET,-161.839327821527,60.7801221510098,22,5,2019,1687.2,71366000,18194149,21.09
BFF,-103.597448377732,41.8722975504106,22,5,2019,1307.58,71366000,18194149,21.09
BFI,-122.304073350383,47.5288135570051,22,5,2019,46946.34,71366000,18194149,21.09
BFL,-119.054831617101,35.4326067913365,22,5,2019,6010.65,71366000,18194149,21.09
BGM,-75.9804775061679,42.2093192256492,22,5,2019,1202.13,71366000,18194149,21.09
BGR,-68.823556292912,44.8085539045348,22,5,2019,7613.49,71366000,18194149,21.09
BHM,-86.7550276760732,33.5612246928054,22,5,2019,31930.26,71366000,18194149,21.09
BID,-71.578379026026,41.1681173504373,22,5,2019,337.44,71366000,18194149,21.09
BIL,-108.544779107779,45.8077256225399,22,5,2019,9870.12,71366000,18194149,21.09
BIS,-100.745841738673,46.7736499220996,22,5,2019,6474.63,71366000,18194149,21.09
BJI,-94.9352347643903,47.5110336639902,22,5,2019,1265.4,71366000,18194149,21.09
BLI,-122.533908614336,48.7902979317393,22,5,2019,9153.06,71366000,18194149,21.09
BLV,-89.821382439526,38.5495199861515,22,5,2019,4049.28,71366000,18194149,21.09
BMI,-88.9154858366305,40.4764878598962,22,5,2019,26235.96,71366000,18194149,21.09
BNA,-86.6794905700129,36.1261598657,22,5,2019,155580.93,71366000,18194149,21.09
BOI,-116.21914469131,43.5605570470039,22,5,2019,38257.26,71366000,18194149,21.09
BOS,-71.0112545162306,42.3640220252619,22,5,2019,251751.33,71366000,18194149,21.09
BPT,-94.0197711949166,29.9510612183261,22,5,2019,2615.16,71366000,18194149,21.09
BQK,-81.4665865585084,31.2567574711466,22,5,2019,2615.16,71366000,18194149,21.09
BRD,-94.1371792742081,46.4007701471068,22,5,2019,1033.41,71366000,18194149,21.09
BRO,-97.4252143842507,25.9074263693869,22,5,2019,5483.4,71366000,18194149,21.09
BRW,-156.779595085537,71.2866020537381,22,5,2019,2488.62,71366000,18194149,21.09
BTM,-112.500360430766,45.9562470482551,22,5,2019,274.17,71366000,18194149,21.09
BTR,-91.151525749239,30.5342064735668,22,5,2019,10903.53,71366000,18194149,21.09
BTV,-73.1508318818465,44.4709285551467,22,5,2019,13708.5,71366000,18194149,21.09
BUF,-78.7267466563287,42.9403237171981,22,5,2019,59979.96,71366000,18194149,21.09
BUR,-118.359057838067,34.2002523762623,22,5,2019,43571.94,71366000,18194149,21.09
BVU,-114.859747933851,35.9480007743628,22,5,2019,2615.16,71366000,18194149,21.09
BWI,-76.6730096750211,39.1802917797511,22,5,2019,256876.2,71366000,18194149,21.09
